rating,label,Romanized Review
5,0,"Ma aafu lai pravidik manche thandachu ra ma internet ma dherai samaya bitAuna chahanna. mero ek sAthI thiyo jo video game ma utsahi thiyo ra u baithak  kothama chalachitra herna janthiyo. Ma usle kasari prayog garcha bhanera herna ichchuk thiye. Maile yeslai eksanamA ra shayanakakShamA projekTarako sAtha dekheko chu ra yo adbhuta cha. yo projekTarako Ramro dAyarA cha ra yo 50mm f/1.8 lensa bhaeko kyAmerAko lagi utkRRiShTa cha. kAlo raMga dherai jIvanta cha. ma chahanchu ki yasamA thapa kanTrAsTa hos. ma narama kAlo raMga mannu parAu.Nchu. ma yasalAI sabailAI siphArisa garchu. ma lagabhaga ek varShadekhi gb 3x2 prayoga gardai Aeko chu ra kunai samasya bhaeko chaina. masanga lagabhaga ek mahina dekhi gb cha ra malai euta mAtra samasya bhaeko cha. jaba maile pahilo paTaka gb pAe.N malai lagyo ki yo Ramro cha, tara tasvIra dherai Ramro chaina ra yasalAI parivartana garne kunai upAya chaina. maile yasalAI Ramro banAuna Update garne prayas gare tara yasale kam garena. maile prAvidhika sahayogalAI phona gare ra unIharUle bhane ki ma prAvidhika sahayogI hoina ra jIbImA samasya cha. ma ahile yo kam garne bindumA chu, tara yedi maile yasalAI parivartana gare bhane ma yasalAI Update garnechu.yo ajhai pani Ramro jIbI cha tara malai thAhA chaina ki yo kati ramro sanga Tikcha. yo Sayad malai ajhai kehi samaya Tiknecha."
5,1,"utkRRiShTa klAsika. gadya sundara thiyo. pAtraharU jaTila ra yathArthaparaka thie. sAmAjika muddAharUlAI sanchai ramro sanga samhAlieko thiyo. yasa pustakle jIvanako sundaratA ra bhayAvahatAharU dekhAune kam ramro sanga gareko cha. utkRRiShTa paThana, atyadhika siphArisa gareko."
2,1,merA gharapAluvA janAvaraharU le yo prayoga garna chahenan tara yo merA gharapAluvA janAvaraharU mAtra huna sakchan.
1,0,"sasto chaIna. thulo kurA hoina, tara yo ali maha.Ngo cha"
4,1,"mero AkAra yesko AkAramA sahI rahancha, tara prinTamA rAto ra~Na chitramA bhanda nIrasa cha. sAmagrI dherai pAtalo cha. yedi yo kehi paTaka dhune paChi banda bhayo bhane ma Update garnechu."
5,1,"malai sanchai vishvAsa thiena ki malai yo auMThI malai jattikai mannu parcha. yo sarala cha, tara sundara cha ra ma vyaktigata rUpamA ali purAno luka dekhchu. eutai vikretAbATa ustai auMThI napAekomA ma sanchai pachuto gariraheko thie.N tara pharaka shailIko thiyo, tara yo auMThI malai ekdamai Ramro lAgcha. ghAmamA ajha sundara dekhincha!"
5,0,"maile yo chalachitra merI shrImatIsanga hereko thie.N ra unlai yo ekdamai mannu paryo. unlai saMgIta ra katha pani mannu parcha. maile kehi anya chalachitraharU pani hereko chu jahA.N katha ali banAvaTI thiyo, tara yo chalachitra sanchai Ramro cha. chalachitra sanchai ramro sanga banayeko cha ra abhinaya pani vishvAsayogya cha. abhinaya pani uchcha starako cha. saMgIta utkRRiShTa cha. saMgIta dherai Ramro cha. ma yasalAI siphArisa gardachu"
5,1,mero sampattimA yI sabai chan ra ma tini haru lai mannu parAu.Nchu. tinIharUle tIna pharaka rAuTaraharUsanga kam garek chan ra KUNA bATa grAhaka sevA sadhaiM avishvasanIya bhaeko cha. tapAIMsanga saMvedanashIlatA niyantran garna dherai vikalpaharU chan ra suvidhAharU prayoga garna sajilo cha. epa dherai sahaja ra pattA lagAuna sajilo cha. ma mero bAremA sabailAI bhanchu!mero mannuparne bhAga tinIharU sthApanA gareko uchai ho. kinabhane tinIharU battIharU hun - tinIharU uchcha sthApita chan jasale tapAIMlAI anuhAraharUko lagi Ramro koNa dincha. riMga praNAlI sAmAnyatayA kam cha ra malai koNaharU mannu parena.
1,0,yasale mero phonalAI charjara pUrNa rUpamA charja bhaepaChi mAtra charja garna anumati dincha.yesko ek mAtra nakaratmak pakSha bhaneko jaba tapAIM
3,1,malai ra~Na mannu parcha ra yasamA 2 vaTA DhokA chan tara lyAchaharU jhanjhaTilo chan. DhokA banda garne prayas garnu aghi tapAIMle tini haru lai bATobATa haTAieko cha bhanI sunishchita garnuparcha ra pratyek Dhokam 2 vaTA lyAchaharU bhaekle yo dobbara samaya lAgcha. lyAchaharU varipari penTa pahile nai chipiraheko cha.
5,0,"ahilesamma paDheko chaina, tara ma shRRi~NkhalAko arko bhAga paDhnechu. ma suru gardaichu"
4,0,gulAbI raMga ramro sanga phiTa bhaena. buTako chauDA ghu.NDAko bhAga ali khukulo thiyo ra tallo bhAga dherai khukulo thiyo. buTa pani ali khukulo dekhinthyo.
5,0,"unako gadya utkRRiShTa cha, ra pAtraharU vishvAsayogya ra vishvAsayogya chan.kathalAI ko dRRiShTikoNabATa bhanieko cha"
2,1,kurkuchchabATa euta kilA niskieko thiyo jasamA hi.NDna dherai asahaja thiyo. maile tini haru lai phirtA paThAunuparthyo.
5,0,hAmrI nAtinIlAI yo kitAba ekdamai mannu paryo ra unI pheri paDhneChin. unlai phoTo ra katha pani mannu parcha.
3,1,vayaska auMlAharUkA lagi pani kaTarabATa pleDopha nikAlna dherai garo cha. mero priskUlarale nirAsha binA eklai khelna sakne utpadan hoina.
5,0,mero 13 barsa ko kukurako lagi Ramro cha ra usalAI yo mannu parcha.maile yasalAI 4 die.N bhanne ek mAtra kAraNa
4,1,kunai pani book lagi mero sabaibhanda thulo prashaMsA tyo ho jaba ma yasalAI tala rAkhna chahanna - ra yo book bAremA malai tyastai lagyo! yo surudekhi antyasamma rochaka thiyo. pAtraharU prAyaH yathArthaparaka paristhitiharUmA vishvAsayogya thie. antya kehi anasulajhe muddAharUsanga ali bAdhya dekhinthyo - pulamA pIcha ra kArya bAdhya dekhinthyo ra Sampurna gila paristhitilAI samAdhAna Avashyaka thiyo. sAthai rAnDala ra ChorAharU bIchako sambandhalAI ajha ramro sanga vikAsa garna sakinthyo.yo ek Ramro katha thiyo ra mero ruchi kAyama rAkhyo.
5,0,"malai yo ghaNTI mannu parcha, yo garmIko lagi ekdamai upayukta cha ra lAmo samayasamma phrijamA rAkhincha."
5,1,Ramro sasto Tepa - chInabATa AyAta gareko thiyo - ma Tepa mApanalAI upabhogya mAnchu tyasaile kunai pani samasyale yasalAI kehi samayadekhi prayoga gareko chaina ra yasale apekShita rUpamA yesko umera dekhAu.Ncha - siphArisa garnechu.
3,1,"masanga sabai Honor shRRi~NkhalAharU chan ra yo malai sabaibhanda kam mannu parne pustak ho. lekhakasanga nayA.N vicharaharU sakieko jasto dekhincha. vAstavamA, pustakkA kehi bhAgaharU thie jahA.N ma pakkA thie.N ki maile aghillA pustakharUmA paDheko thie.N. kathako suruvAta Ramro thiyo tara pustak khukulo hu.Ndai jA.NdA kehi hadasamma phikkA bhayo."
5,1,"yI TekTana rencha holDaraharU adbhuta chan. tinIharU Ramro Thosa tara lachilo plAsTikabATa banek chan ra dherai jaso rencha ra spyAnaraharU samAtnechan. maile tini haru lai meTrika ra SAE opana enDa, opana enDa ri~Na (saMyojana) ra ri~Na spyAnaraharU samAtna prayoga gare ra tinIharUle mero upakaraNa baksalAI dherai ThAu.N ChoDera upakaraNaharUlAI eki najaramA pahichana garna milne banAeko pAe.N. tapAIM tini haru lai phiTa garna kATna saknuhuncha ra maile euta sAno byAnDa ArAle Ramro kam gareko pAe.N tara dhArilo bleDale pani kam garnecha. ma yI kurAharU atyadhika siphArisa garchu."
5,0,yo ekdamai ramAilo khelaunA ho. TukrAharU baliyo chan ra TukrAharU kanTenaramA ramro sanga phiTa hunchan.TukrAharUlAI kanTenaramA rAkhnako lagi malai kehi atirikta TukrAharU linu paryo.
4,1,vAha! yo dherai ramro sanga lekhieko cha ra hAhA! yo dherai choto cha. 30 mineTa bhanda kam samayeko paDhAi. yo kitAbako dRRishya jastai cha. malai AshA cha ki unIharUle ekarkAlAI kamtimA pani chinchan. usale je garcha tyo balAtkAra jastai ho. tara usale ke hunecha bhanera batAepaChi DhokA kholne unI nai hun. malai ajhai dherai chahiyo!
5,0,"yo pustaklAI tala rAkhna sakina. pAtraharU ekdamai sahI thie. lekhakale pustakm kathavastu kasarI prastuta garnubhaeko cha bhanne kurA malai mannu parcha. pAtraharU rAmrarI lekhiek chan ra katha dherai mArmika cha. ma yo pustaklAI atyadhika siphArisa garchu.maile imannudAra review lagi yo book ek prati prapta gare. ma ChiTo ra sajilai padhna milne pustak khojiraheko thie.N. malai yo mannu paryo. yasamA utkRRiShTa pAtraharU ra kathanaka chan. maile yasalAI ekla rUpamA paDheM. ma pakkai pani unakA thapa pustakharU kinnechu. malai yo pustak sanchai mannu paryo. yasamA dherai kArya ra kAryaharU chan, utkRRiShTa pAtraharU ra ek"
3,1,"yasale hamro 3 mahinAko GSD kukuralAI surakShita ThAu.NmA rAkhcha, tara usale Aphno dA.Ntale tAraharU moDna sakShama bhayo."
5,0,merI shrImatI 8 incha chahanthin ra yo hamro bhAnsAko lagi ekdamai upayukta sAija thiyo. unI kapakek mekra lina utsAhita thiin tara tyasapaChi sochin ki yo dherai thulo hunecha. unI niyamita kapakek mekra chahanthin ra yo ekdamai milcha. unI yasasanga dherai khusi Chin. malai yo mannu parcha. malai yesko raMga ra AkAra mannu parcha. yo mero bhanda ali bhArI cha.
5,0,yI ThyAkkai maile chaheko kurA thie. guNastara ekdamai sahI cha. ma 40 barsa ko hu.N. maile yo mero lagi kineko hu.N
5,1,"vAha, yI chillo ra seksI pUrNa rUpamA vajanadAra chan ra maile pahile kahilyai seTamA napAeko AkAraharU chan. maile pahile kahilyai nApne chamchako seTako lagi yati dherai paisA tireko chaina tara ma khusi chu ki maile yI pUrNatAkA sAtha gare. kAryakShamatA ra sundaratA ekarkAsanga milchan."
5,1,"maile yasalAI Aja mAtra seTa apa gareko chu, tyasaile masanga yesko lagi dIrghakAlIna samIkShA chaina tara ahilesamma malai yesko bAremA ke mannuparcha bhanne kurA yahA.N cha. yo dherai AkarShaka cha (gharapAluvA janAvarako phAunTenako lagi achammalAgdo), kinabhane yo plAsTikako saTTA siremika ho. maile pahile rAkheko plAsTikako bhanda dherai Ramro dekhincha. yo gharapAluvA janAvarako phAunTenako saTTA sajAvaTako TukrA jasto dekhincha, jasale gardA malai pAgala birAlo jasto mahasusa hu.Ndaina. ra emilI, mero birAlole pahile nai yasalAI anumodana garisakekI Chin. ma mero auMlAharU pAra garirahekI chu ra AshA garchu ki yo lAmo samayasamma Tiknecha."
5,1,bharkhara pugna ra yasalAI banda garna TyApa garna dherai Ramro cha.  tinIharU pani Ramro dekhinchan.  tinIharU sAnA chan tyasaile tinIharU rAtako sTyAnDamA dherai koThA lina sakdainan.
4,0,"maile yo 3 varShadekhi prayoga gardai Aeko chu ra ajhai pani gardai Aeko chu. yedi tapAIM anya samIkShAharU paChyAu.Ndai hunuhuncha bhane, bhiDiyo guNastara kharAba cha ra dhvani Ramro chaina. yo prayoga garna ali garo cha."
5,1,"samakAlIna romAnTika kameDIharU dherai kamjora bhaekle maile yo filmbATa dherai AshA gareko thiina.N. tara arko dina yo film kebala chyAnalamA prasAraNa bhairaheko thiyo, ra maile yasalAI maukA dine nirNaya gare. ma dherai khusi chu ki maile tyaso gare. yo film ramAilo, mannumohaka, pyAro ra atyadhika manora~njanAtmaka cha, ra ma DVD kinnechu. yo pakkai pani ek Ramro film ho juna herera tapAIMlAI pachutAunu pardaina.yo vAstavamai maile yasa sahasrAbdImA dekheko sabaibhanda Ramro romAnTika kameDIharU madhye ek ho."
3,1,"maile pA.NchavaTai pustakharU dherai ChiTo prapta gare tara mero samasya kitAbaharU AphaiMmA cha, vikretAharUsanga hoina. pA.NchavaTai pustakharUmA maile ahilesamma dekheko sabaibhanda sAno prinTa cha. paDhne chashmA lagAera pani padhna dherai garo cha. yasale maddata garcha ki gardaina bhanera hernako lagi myAgniphAyara arDara gare. ma kalpanA garna sakdina ki tinIharUle kunai pani pustakm kina yati sAno prinTa prayoga garchan."
5,1,"baliyo, merA sabai kyAmiharU samAtcha ra pahu.Ncha garna sajilo banAu.Ncha."
5,0,"dherai ArAmadAyI, mulyako lagi Ramro. samasya yo ho ki yo mero lagi ali thulo cha. yedi tapAIM Ramro, Thosa ra halkA chahanuhuncha bhane"
5,1,yI brekraharUle ..P1224L1225CU 125 amp pyAnalasanga kam gare juna maile amejanabATa pani kharIda gareko thie.
5,0,Ramro mulya ra je cha tyesko lagi Ramro. masanga mero kehi varShadekhi cha ra yo
4,1,"ekdamai ramAilo, ramro sanga lekhieko, kathanakam kehi apratyAshita mo.Da sahita jasale upanyesko charitramA thapyo. bonasa ajha tAto thiyo. Ramro lekhana, kehi truTiharU, padhna sajilo."
5,1,"malai yo sharTa ekdamai mannu parcha! yo ekdamai ramro sanga phiTa huncha...sAija anusAra, ra dherai AkarShaka dekhincha. yo lagAu.NdA malai sadhaiM prashaMsA milcha."
5,1,"apsale yasalAI mero gyArejako DhokAsamma pur{}yAyo, ra DhokAko ghaNTI bajAisakepaChi bhitra palTAyo. baksa baksamA banayeko thiyo ra 100 pAunDako bosa laga spliTaralAI surakShita rAkhna ra ghernako lagi sTAirophoma molDa gareko thiyo. baksa kholna ra baksabATa mesina haTAuna yo sarala thiyo. A+maile myAnualamA nirdeshanaharU paDheM kinabhane yo buddhimAnI kam thiyo. maile phlAI naTa 6 vA 7 paTaka kholeM ra hAiDrolika lAinabATa hAvA bAhira naAesamma yasalAI chalAe.N. puna: kasiepaChi maile kArakhAnAbATa sabaibhanda kam lAinamA tela bhaeko samIkShA paDhepaChi sTikam tela jA.Ncha garne nirNaya gare. maile yasalAI CheumA jhukAe.N ra naTamA 7 mimI heksa rAkheM ra sarne chaina. mero matalaba yo khukulo hune chaina. tyasaile maile 800 nambaramA phona gare. phonamA ek dherai Ramro sajjanaharU thie jasale malai batAe ki kinabhane tinIharU threDa laka prayoga garchan tyasaile yo TrAnjiTamA chuhAvaTa hu.Ndaina. unale bhane ki tapAIMle glu toDna heksa renchalAI kaDA TyApa dinuparcha vA heksa Dipa sTikako golo CheumA laka garna laka kriejenTa rencha (bhAija-gripsa) prayoga garnuparcha ra tyasalAI khukulo pArna TyApa dinuparcha. yo myAnualamA chaina. sallAhako shabda: Aphno 7 mimI heksa naTa naphyA.Nknuhos, laka rencha prayoga garnuhos ra TyApa garnuhos ra hernuhos ki yo khukulo cha. tyasapaChi samAvesha gareko heksa renchale yasalAI skrU garnuhos. maile hAiDrolojika tela ajhai pani rekhAharU bIcha raheko pAe.N. tyasapaChi maile lagabhaga AdhA DorI katha vibhAjita garna lagabhaga 3 ghaNTA bitAe.N. yo mero kaDA mITho gama bala kathabATa makkhana jastai gayo (yedi tapAIMle yasalAI dAnAsanga pAunubhayo bhane). yasalAI sTyAka gariyo ra yasalAI Chopiyo ra sakiyo. kAlo ra rAto agADi ra pachaDi sAmannuharUmA kehi prakarkoako silikana spre pani prayoga garnuhos. telale kathako chipsalAI yasamA TA.Nsinecha. ra yasale chichyAune AvAjaharU rokna maddata gardacha. utkRRiShTa mulya, utkRRiShTa DijAina, utkRRiShTa ek hAta niyantran. ma yo chIja kahilyai lagAune chaina. maile amejanabATa tyahA.N 50 phiTa 12 geja 15 empa karDa kineko chu ra yo kunai samasya binA Ramro kam gardacha. utkRRiShTa mulya pani http://www. amejana."
2,0,"mero kukurako lagi madhyama AkAra dherai sAno cha, tara usalAI yo mannu parcha. mero euta thulo cha."
5,1,mArka jI sobela ra piTara sIbAkako MAC OX S prayogakartAharUkA lagi UNIX ko lagi vyAvahArika gAiDa euta sandarbha ho juna UNIX/Mac prayogakartAsanga mAtra hAtamA hunuparcha: AdhArabhUta ra unnata shela progrAmi~Nadekhi Mac ko OS X samma sabai kurAmA sandarbha sAmagrIko lagabhaga ek hajAra pRRiShThaharU. phAila praNAlI ra upayogitA moDyulaharUle yasalAI charaNa-dara-charaNa khojne prayogakartAharUko lagi bajAramA utkRRiShTa sandarbha banAu.Ndacha. TyUToriyala vA samasya samAdhAnako lagi AdhArabhUta brAujarako sandarbha. jAnakArIko j~nAna bAkasa gareko hAilAiTaharU parIkShaNa garna abhyAsaharUle yA ta ek najara samasya nivAraNako lagi sandarbha garna vA basera charaNa-dara-charaNa vidhiko lagi adhyayana garna sajilo banAu.Ndacha.
5,0,yo sAno battI lAmo samayasamma Tikcha ra dherai chamkilo huncha. malai yo battI samAyojya hunu pani mannu parcha. ma yasalAI gyArejamA dherai kaMkrITa DhAkna prayoga gardaichu.
1,0,"ma yo kitAbako lagi dherai utsuka thie.N. ma dherai eksana ra saspensako apekchya gariraheko thie.N. ma dherai nirAsha chu.ma 4 tArA review thulo prashaMsaka hu.N. malai tI ali avAstavika lagyo."
5,1,yo belTa ekdamai mannu paryo!! turuntai mero mannuparne. ekdamai milne (sAija anusAra kATieko) ra harek joDI pyAnTa milAuna milne.
5,0,mulyalAI harAuna sakdina. ma yasalAI chiso mausamamA nuhAune pyADako vikalpako rUpamA prayoga garchu.
2,1,"mero thulo baksa sTorako rUpamA kharida gariyo. sAnA kamkA lagi Ramro kam gare.  je hos, malai plAIvuDako 5 pAnAharU bAluvA banAuna Avashyaka thiyo ra yo bhA.Nchiyo.  maile jholA khAlI rAkheM ra pyADaharU parivartana gare, tApani yo ajhai pani AphaiM phrAiyo ra bakavAsa golI mAryo.  ma kevala yo siphArisa gardachu ki tapAIle dherai sAnA pariyojanAharU samayamai spesa garirahanu bhaeko cha.mahilAharU: tapAIMle yo syAnDara prayoga garna asahaja mahasusa garnuhunecha kinabhane pAma gripa thulo cha.  ek vyaktiko lagi ra dvArA DijAina gareko ho."
5,0,yasa kathamA adbhuta pAtraharUko samUha cha. pAtraharU jaTila ra sambandhita chan. katha nAyikA ra nAyakako dRRiShTikoNabATa bhanieko cha. yo dherai ramro sanga lekhieko katha ho. ma yasalAI siphArisa garnechu.
1,1,ek varSha bhanda kam samaya paChi kam garna ChoDe. Aphno paisA khera naphAlnuhos.
5,0,yo kitAbako bAremA kehi thAhA nabhaeko mahasusa garne mAnisaharUko saMkhyA dekhera ma chakka parchu. yedi tapAIMle paDhnubhaeko cha bhane
5,1,yo ek shAnadAra Nerf bandUka ho!  yasamA lejara sAiTa cha juna kam prakAsha vA a.NdhyAromA khelnako lagi utkRRiShTa cha.  Ramro lakShya prapta garna sAiTa dherai upayogI cha.  ChiTo ra ramro sanga Ago.  ma DArTsako riphila pyAka pani prapta garna siphArisa gardachu.  Nerf laDAIko bIchamA dauDanu bhanda kharAba kehi chaina!
5,0,"Ramro chalachitra, yedi tapAIMle kahilyai hernubhaeko cha bhane, tapAIMlAI yo mannuparnecha. mannu paryo! dherai Ramro."
5,1,eDa vuDa chalachitraharU utkRRiShTa chan ra tinIharUko sastotA ra ramAilo viShayaharUko lagi puraskAra chahincha - eDa vuDa lAmo samaya samma
5,0,"mero pashu chikitsakako sallAhamA, maile mero kukurako lagi GSDs ko tesro seTa kineM. yI sabai bhanda Ramro chan! ma pahilo prayoga gardaichu"
5,1,yI phryA~NkaphorDa kyAlibara vishiShTa TreharU utkRRiShTa chan! yI TreharU yunibharsala Tre bhanda lagabhaga 25% sAno chan jasale gardA 50 rAunDako lagi Drapa pAuDara loDara nebhigeTa garna dherai sajilo huncha. aba masanga sadhaiMko lagi yI madhye euta cha juna maile puna: loDa garchu ra yunibharsalaharU phyA.Nkeko chu.
4,1,"hamro thulo jhyAlabATa Aune prakAshalAI roknako lagi maile mero baiThaka kothama mAthi jAna yI pardAharU kineko thie.N. pardAharU utkRRiShTa gunastar ko sAmagrIbATa banek chan, ma vAstavamA tinIharU kati rAmrA thie bhanera khusisAtha chakka pareM. tinIharU Ramro bhArI kapaDAbATa pani banek chan jasale prakAshalAI roknako lagi utkRRiShTa kam gardacha."
2,1,"ma mero prakAsha AvashyakatA pUrA garna lumena AuTapuTa bhaeko LED pratisthApana GU10 balbaharUko lagi parkhiraheko chu ra anusandhAna gariraheko chu. yI balbaharUle maile khojeko sabai kurA dAbI garek thie. raMga, Dimmebala, ra lumenaharU. tara, vAstavikatAmA, tinIharU hun: GU10 LED balba pratisthApanaharU, Dimmebala chan, sahI raMga hun, tara dAbI gareko lumena AuTapuTako najika katai pani chainan. vAstavika mApana pratyek 210 lumena thiyo.basa parkhirahanuhos sAthIharU. pravidhile antataH yasalAI sahI banAunecha."
5,0,"maile pahile nai dui chalachitraharUko samIkShA garisakeko chu. pahilo euta sundara, Ramro abhinaya gareko chalachitra ho. dosro ekdamai Ramro chalachitra ho, yedi tapAIMlAI thAhA chaina bhane. duvai chalachitraharU Ramro avasthAmA chan, tinIharU Ramro abhinaya garek chan ra Ramro abhinaya garek chan. pahilo chalachitra ek utkRRiShTa chalachitra thiyo, dosro chalachitra ek utkRRiShTa chalachitra ho, yedi tapAIMlAI thAhA chaina bhane. dubai chalachitraharU Ramro avasthAmA chan, tinIharU Ramro abhinaya garek chan ra Ramro abhinaya garek chan. pahilo chalachitra ek utkRRiShTa chalachitra ho, dosro chalachitra ek utkRRiShTa chalachitra ho, yedi tapAIMlAI thAhA chaina bhane. dubai chalachitraharU"
5,0,"yo euta Ramro shRRi~NkhalA thiyo ra ma yasalAI lukAera rAkhna sakdinatheM. yo shRRi~NkhalAko pahilo pustak ho ra yasa lekhakako maile paDheko pahilo pustak ho.pradarshana bhAga ThIka cha, tara unI sAmAnyatayA jasto Ramro ra prAkRRitika chaina.  DIbhiDI prAyaH shuruAtI starako lagi ho ra dherai maulikatA chaina.  unale kehi chalaharUko lagi Ramro varNanAtmaka nAmaharU chanauTa garnu bAhek, samagramA yo DIbhiDImA ek nirdeshanAtmaka rUpamA padArthako abhAva cha."
4,0,"sammohaka alaukika thrilara da hyAlovIna euta anauTho ra vichitra saMsArako bIchamA aaphulai bheTTAune joDIko bAremA tAjA sarala katha ho.  ek safala vyApAra udyama paChi, dampatIle pattA lagAu.Nchan ki ek rahasyamaya mahilAle tini haru lai jaMgalako gahirAimA paThAeko cha.  yasa bIchamA, mahilAsanga mAnisaharUlAI alaukika vishvAsa garna sakne kShamatA cha.  unako kShamatAko sAtha, dampatIle pattA lagAu.Nchan ki alaukika Ramroko lagi ek shakti ho, ra ek vyakti jo Aphno vA Aphno astitvasanga DarAu.Ndaina jasale tini haru lai bachauna sakcha.  katha ek arkAko premma parek dui yuvatIharUko sarala ra ramro sanga abhinaya gareko katha ho."
5,1,"dherai jaso Z-Wave gRRiha svachalana praNAlIharUsanga ramro sanga kam garcha; ma yo Vera sanga prayoga gariraheko chu. laka AphaiMmA baliyo rUpamA nirmita cha ra dherai prayoga garna sakcha. DrAibha praNAlImA kharAba phiTi~Na DhokAharU, hatAramA sthApanA gardA, vA kholdA vA laka gardA DhokA dhakeldA prayoga gardA laka sa~nchalana garna paryApta Tarka cha. kipyADa sabai prakarkoako prakAshamA sajilai dekhincha. byATrI jIvana utkRRiShTa cha. ripITarako AvashyakatA binA ghara svachalana upakaraNa vA anya Z-Wave upakaraNaharUbATa Ramro dUrImA prayoga garna paryApta dAyarA cha, tyasaile yo gharako vibhinna tallAharUmA pachaDiko DhokA vA DhokAharUko lagi ramro sanga kam gardacha. uchcha-shakti hArDaveyarako sAtha Au.Ncha jasalAI prayoga garna DhokAko jAma ko thorai puna: kam garna Avashyaka pardacha, tara yesko lAyaka cha. koDaharU sajilai thapinchan, parivartana garinchan vA meTAincha, vikalpako rUpamA asthAyI ek-paTaka prayoga koDaharU sahita. alArma, CheDachaDa pattA lagAune, sAmAnya laka sa~nchalana sUchanAharU ra thapakA lagi dherai anya seTi~NaharU ra suvidhAharU. kunai pani anya DeDabolTa jastai sthApanA gardacha."
